,dept/pgm,number,course title,area,class size,date,start time,end time
279,LING,220,Language and Society,III,200,MoWe,10:00 PM,9:00 PM
280,LING,223,Language and Gender; with GNDR ST 234,III,50,TuTh,9:00 PM,11:00 PM
281,LING,312,Experimental Sociolinguistics,III,50,TuTh,9:00 PM,11:00 PM
282,LING,315,Experimental Approaches to Word Form Processing,III,20,TuTh,10:00 PM,11:00 PM
283,LING,316,Experimental Syntax,III,20,MoWeFr,9:00 PM,9:00 PM
284,LING,317,Experimental Pragmatics,III,20,TuTh,8:00 PM,10:00 PM
285,LING,320,Sociolinguistics,III,200,TuTh,10:00 PM,10:00 PM
286,LING,321,Bilingualism,III,200,MoWe,9:00 PM,10:00 PM
287,LING,330,Research Methods in Linguistics,III,50,TuTh,8:00 PM,11:00 PM
288,LING,363,Making a Dictionary: The Northwestern Project; with SLAVIC 322,III,100,MoWeFr,8:00 PM,10:00 PM
289,LING,373,Implicature,III,20,MoWeFr,8:00 PM,11:00 PM
290,MENA,200,"Making the Modern Middle East: Culture, Politics, History","III,VI",20,MoWe,9:00 PM,10:00 PM
291,MENA,290-3,Introductory Topics in Middle East and North African Studies,III,100,TuTh,9:00 PM,9:00 PM
292,MENA,390-3,Advanced Topics in  Middle East and North African Studies,III,20,MoWeFr,10:00 PM,9:00 PM
293,MMSS,211-1,Social Science Theories & Methods: First Year 1,III,50,MoWeFr,8:00 PM,9:00 PM
294,MMSS,211-3,Social Science Theories & Methods: First Year 3,III,200,MoWe,8:00 PM,11:00 PM
295,PHIL,225,Minds and Machines,III,200,TuTh,9:00 PM,11:00 PM
296,PHIL,253,Introduction to the Philosophy of Language,III,50,MoWeFr,8:00 PM,10:00 PM
297,POLI SCI,201,Introduction to Political Theory,"III,V",100,MoWeFr,9:00 PM,11:00 PM
298,POLI SCI,211,Introduction to Interprative Methods in Political Science,III,50,MoWe,9:00 PM,11:00 PM
299,POLI SCI,212,Evaluating Evidence; with COG SCI 202,III,50,TuTh,9:00 PM,11:00 PM
300,POLI SCI,220,American Government and Politics,III,20,MoWe,8:00 PM,11:00 PM
301,POLI SCI,230,Introduction to Law in the Political Arena,III,200,TuTh,9:00 PM,10:00 PM
302,POLI SCI,240,Introduction to International Relations,III,50,TuTh,8:00 PM,11:00 PM
303,POLI SCI,250,Introduction to Comparative Politics,III,50,MoWeFr,9:00 PM,10:00 PM
304,POLI SCI,306,American Political Thought,"III,IV",20,TuTh,10:00 PM,11:00 PM
305,POLI SCI,320,The American Presidency,III,100,MoWeFr,8:00 PM,11:00 PM
306,POLI SCI,321,Urban Politics,III,20,MoWeFr,8:00 PM,9:00 PM
307,POLI SCI,322,Ideas and Institutions in Urban Politics,III,100,MoWeFr,8:00 PM,10:00 PM
308,POLI SCI,324,Political Parties and Elections,III,20,MoWeFr,8:00 PM,9:00 PM
309,POLI SCI,325,Congress and the Legislative Process,III,200,MoWeFr,9:00 PM,11:00 PM
310,POLI SCI,326,Race and Public Policy,III,50,MoWe,10:00 PM,10:00 PM
311,POLI SCI,327,African American Politics,III,50,TuTh,9:00 PM,11:00 PM
312,POLI SCI,329,U.S. Environmental Politics (taught with ENVR POL 329),III,50,TuTh,9:00 PM,11:00 PM
313,POLI SCI,330,U.S. Refugee Policy & Localities (with LEGAL ST 330),III,20,TuTh,9:00 PM,10:00 PM
314,POLI SCI,332,Constitutional Law I; with LEGAL ST 332,III,200,TuTh,10:00 PM,9:00 PM
315,POLI SCI,333,Constitutional Law II; with LEGAL ST 333,III,100,TuTh,8:00 PM,10:00 PM
316,POLI SCI,334,Latino Politics,III,200,MoWe,10:00 PM,10:00 PM
317,POLI SCI,335,Political Psychology,III,200,TuTh,9:00 PM,11:00 PM
318,POLI SCI,336,Immigration Politics and Policy,III,100,MoWe,8:00 PM,10:00 PM
319,POLI SCI,342,International Organizations; with LEGAL ST 342,III,200,MoWeFr,10:00 PM,9:00 PM
320,POLI SCI,343,Politics of International Law,III,100,MoWe,10:00 PM,10:00 PM
321,POLI SCI,344,U.S. Foreign Policy,III,200,MoWeFr,10:00 PM,9:00 PM
322,POLI SCI,345,National Security,III,200,MoWe,9:00 PM,10:00 PM
323,POLI SCI,350,Social Movements,III,50,MoWeFr,8:00 PM,10:00 PM
324,POLI SCI,351,Politics of the Middle East,III,20,MoWe,8:00 PM,9:00 PM
325,POLI SCI,352,Global Development (co-listed with SOCIOL 317),III,200,MoWeFr,8:00 PM,9:00 PM
326,POLI SCI,353,Politics of Latin America,III,50,MoWeFr,10:00 PM,10:00 PM
327,POLI SCI,354,Politics of Southeast Asia,III,200,MoWeFr,10:00 PM,11:00 PM
328,POLI SCI,355,Politics of China,III,100,MoWe,8:00 PM,11:00 PM
329,POLI SCI,356,Constitutional Challenges in Comparative Perspective (with LEGAL ST 356),III,200,MoWe,10:00 PM,11:00 PM
330,POLI SCI,357-SA,Political Economy of Israel,III,50,MoWeFr,9:00 PM,10:00 PM
331,POLI SCI,358-SA,Contemporary South Africa: A Political Economy/Policy Perspective,III,50,MoWe,8:00 PM,11:00 PM
332,POLI SCI,359,Politics in Africa,III,50,MoWeFr,8:00 PM,11:00 PM
333,POLI SCI,361,Democratic Transitions,III,50,TuTh,9:00 PM,9:00 PM
334,POLI SCI,361-SA,Democratic Transitions,III,200,MoWe,9:00 PM,11:00 PM
335,POLI SCI,362,Politics of Europe,III,200,MoWeFr,8:00 PM,9:00 PM
336,POLI SCI,368,Political Economy of Development,III,50,MoWeFr,10:00 PM,9:00 PM
337,POLI SCI,369,The Politics of Post-Soviet Russia,III,20,MoWeFr,10:00 PM,10:00 PM
338,POLI SCI,372,The Middle East in International Politics,III,20,TuTh,10:00 PM,9:00 PM
339,POLI SCI,373,Chinese Foreign Policy,III,200,MoWe,9:00 PM,11:00 PM
340,POLI SCI,374,Politics of Capitalism,III,20,MoWeFr,8:00 PM,9:00 PM
341,POLI SCI,377,Drugs and Politics,III,100,MoWeFr,10:00 PM,9:00 PM
342,POLI SCI,378,America and the World,III,50,MoWe,10:00 PM,10:00 PM
343,POLI SCI,379-SA,"China in Transition: Ideology, Political Economy, Law, and Relations with the United States",III,50,MoWeFr,9:00 PM,11:00 PM
344,POLI SCI,380,Refugee Crises and Human Rights (with LEGAL ST 380),III,200,MoWe,9:00 PM,9:00 PM
345,POLI SCI,381-SA,Political Economy of Contemporary China,III,20,TuTh,9:00 PM,9:00 PM
346,POLI SCI,382,Politics of Religious Diversity,"III,V",200,MoWe,8:00 PM,11:00 PM
347,POLI SCI,383,War and Change in International Politics,III,100,MoWeFr,8:00 PM,10:00 PM
348,POLI SCI,384,International Responses to Mass Atrocities,III,200,MoWe,9:00 PM,10:00 PM
349,POLI SCI,388,Institutions and Society; with SOCIOL 288,III,20,MoWeFr,9:00 PM,10:00 PM
350,POLI SCI,389,Understanding Genocide; with SOCIOL 379,III,200,TuTh,8:00 PM,10:00 PM
351,PSYCH,110,Introduction to Psychology,III,20,MoWeFr,9:00 PM,9:00 PM
352,PSYCH,213,Social Psychology,III,200,TuTh,9:00 PM,11:00 PM
353,PSYCH,215,Psychology of Personality,III,100,MoWeFr,9:00 PM,11:00 PM
354,PSYCH,228,Cognitive Psychology,III,20,MoWeFr,10:00 PM,10:00 PM
355,PSYCH,244,Developmental Psychology,III,20,TuTh,8:00 PM,11:00 PM
356,PSYCH,245,Presenting Ideas and Data (with COG SCI 245); starting Fall 2022 this will be PSYCH 345,III,100,TuTh,8:00 PM,11:00 PM
357,PSYCH,248,Health Psychology,III,200,MoWe,8:00 PM,10:00 PM
358,PSYCH,249,Buddhist Psychology,"III,V",200,TuTh,8:00 PM,9:00 PM
359,PSYCH,303,Psychopathology,III,20,TuTh,10:00 PM,9:00 PM
360,PSYCH,306,Introduction to Clinical Psychology,III,50,TuTh,10:00 PM,10:00 PM
361,PSYCH,308,Cognitive Behavior Therapy,III,50,MoWeFr,8:00 PM,10:00 PM
362,PSYCH,311,Psychology of Attitudes,III,20,TuTh,9:00 PM,10:00 PM
363,PSYCH,313,Relationship Science,III,200,MoWeFr,10:00 PM,9:00 PM
364,PSYCH,317,The Holocaust: Psychological Themes & Perspectives,III,50,MoWeFr,8:00 PM,11:00 PM
365,PSYCH,324,Perception,"I,III",50,MoWeFr,9:00 PM,10:00 PM
366,PSYCH,327,Brain and Cognition; with CSD 303,"I,III",200,TuTh,8:00 PM,10:00 PM
367,PSYCH,328,Brain Damage & the Mind,"I,III",200,MoWe,10:00 PM,9:00 PM
368,PSYCH,333,Psychology of Thinking,III,100,MoWe,9:00 PM,9:00 PM
369,PSYCH,336,Consciousness,"I,III",200,MoWe,9:00 PM,9:00 PM
370,PSYCH,340,Psychology and Law; with LEGAL ST 350,III,50,TuTh,8:00 PM,11:00 PM
371,PSYCH,341,Positive Psychology: The Science of Well-Being,III,100,MoWeFr,9:00 PM,11:00 PM
372,PSYCH,342,Evolutionary Psychology,III,100,TuTh,10:00 PM,9:00 PM
373,PSYCH,343,Psychology of Beauty,III,50,MoWe,10:00 PM,9:00 PM
374,PSYCH,344,Cultural Psychology,III,200,MoWe,8:00 PM,11:00 PM
375,PSYCH,345,Presenting Ideas and Data (with COG SCI 345); prior to Fall 2022 this was PSYCH 245,III,50,MoWeFr,9:00 PM,11:00 PM
376,PSYCH,348,Psychology of Sex and Gender Differences,III,50,MoWe,8:00 PM,9:00 PM
377,PSYCH,356,Native Americans and Environmental Decision Making; with ENVR POL 356,III,200,MoWe,10:00 PM,11:00 PM
378,PSYCH,360,Personality Research,III,200,MoWe,8:00 PM,11:00 PM
379,PSYCH,364,Social & Personality Development,III,100,TuTh,8:00 PM,10:00 PM
380,PSYCH,366,Stereotyping and Prejudice,III,200,MoWeFr,8:00 PM,9:00 PM
381,PSYCH,367,Child Psychopathology,III,20,TuTh,9:00 PM,11:00 PM
382,PSYCH,369,Psychological Tests and Measures,III,50,MoWe,10:00 PM,11:00 PM
383,PSYCH,370,Cognitive Development,III,100,MoWe,8:00 PM,10:00 PM
384,PSYCH,372,Language & Cognition,III,20,MoWe,10:00 PM,9:00 PM
385,PSYCH,373,Decision Making,III,20,TuTh,10:00 PM,10:00 PM
386,PSYCH,374,Human Memory,"I,III",20,MoWeFr,9:00 PM,9:00 PM
387,PSYCH,378,Images of Cognition,"I,III",50,MoWe,9:00 PM,11:00 PM
388,PSYCH,381,Children and the Law; with LEGAL ST 381,III,200,MoWeFr,8:00 PM,10:00 PM
389,PSYCH,383,Psychology and Food,III,100,TuTh,10:00 PM,11:00 PM
390,PSYCH,387,Consumer Psychology and Marketing Research,III,100,MoWeFr,8:00 PM,9:00 PM
391,SLAVIC,322,Making a Dictionary: The Northwestern Project; with LING 363,III,50,MoWeFr,9:00 PM,10:00 PM
392,SOCIOL,110,Introduction to Sociology,III,20,MoWe,8:00 PM,10:00 PM
393,SOCIOL,201,"Social Inequality: Race, Class, and Power",III,100,MoWeFr,8:00 PM,9:00 PM
394,SOCIOL,202,Social Problems,III,200,MoWeFr,10:00 PM,9:00 PM
395,SOCIOL,206,Law & Society (with LEGAL ST 206),III,200,TuTh,9:00 PM,10:00 PM
396,SOCIOL,207,Cities in Society,III,200,MoWeFr,9:00 PM,9:00 PM
397,SOCIOL,208,Race and Society,III,20,TuTh,9:00 PM,11:00 PM
398,SOCIOL,210,Families and Societies,III,100,MoWeFr,10:00 PM,10:00 PM
399,SOCIOL,211,Food and Society: An Introduction; with ENVR POL 211,III,20,TuTh,9:00 PM,9:00 PM
400,SOCIOL,212,Environment and Society; with ENVR POL 212,III,50,MoWe,9:00 PM,10:00 PM
401,SOCIOL,215,Economy and Society,III,20,MoWeFr,10:00 PM,9:00 PM
402,SOCIOL,216,Gender and Society,III,20,MoWeFr,8:00 PM,10:00 PM
403,SOCIOL,217,Global Perspectives on Education,III,100,TuTh,9:00 PM,9:00 PM
404,SOCIOL,218,Education and Inequality: Focus on Chicago,III,200,MoWeFr,9:00 PM,10:00 PM
405,SOCIOL,220,"Health, Biomedicine, Culture, and Society; with HUM 220","III,V",100,TuTh,10:00 PM,11:00 PM
406,SOCIOL,221,Social and Health Inequalities; with ANTHRO 221,III,20,MoWe,8:00 PM,11:00 PM
407,SOCIOL,227,Legal Studies Research Methods; with LEGAL ST 207,III,20,MoWe,8:00 PM,10:00 PM
408,SOCIOL,232,Sexuality and Society; with GNDR ST 232,III,20,MoWeFr,8:00 PM,10:00 PM
409,SOCIOL,276,Introductory Topics in Sociology,III,20,TuTh,10:00 PM,9:00 PM
410,SOCIOL,277,Introduction to Native American Studies,"III, IV",200,MoWeFr,10:00 PM,10:00 PM
411,SOCIOL,288,Institutions and Society; with POLI SCI 388,III,20,MoWe,9:00 PM,11:00 PM
412,SOCIOL,301,The City: Urbanization and Urbanism,III,20,MoWe,9:00 PM,9:00 PM
413,SOCIOL,302,Sociology of Organizations,III,200,MoWe,9:00 PM,9:00 PM
414,SOCIOL,304,The Politics of Racial Knowledge,III,20,MoWe,8:00 PM,11:00 PM
415,SOCIOL,305,Population Dynamics,III,50,TuTh,9:00 PM,10:00 PM
416,SOCIOL,307,School and Society,III,200,MoWeFr,9:00 PM,10:00 PM
417,SOCIOL,308,"Crime, Politics, and Society",III,200,MoWe,8:00 PM,9:00 PM
418,SOCIOL,309,Political Sociology,III,200,MoWeFr,10:00 PM,9:00 PM
419,SOCIOL,310,Sociology of the Family,III,100,TuTh,9:00 PM,9:00 PM
420,SOCIOL,311,"Food, Politics, and Society; with ENVR POL 311",III,50,MoWe,10:00 PM,9:00 PM
421,SOCIOL,312,Social Change and the Environment; with ENVR POL 312,III,50,TuTh,8:00 PM,10:00 PM
422,SOCIOL,314,Sociology of Religion,III,200,MoWe,8:00 PM,9:00 PM
423,SOCIOL,316,Economic Sociology,III,20,TuTh,8:00 PM,11:00 PM
424,SOCIOL,317,Global Development (co-listed with POLI SCI 352),III,100,MoWe,8:00 PM,11:00 PM
425,SOCIOL,318,Sociology of Law; taught with LEGAL ST 308,III,200,TuTh,10:00 PM,10:00 PM
426,SOCIOL,319,Sociology of Science,III,100,TuTh,8:00 PM,10:00 PM
427,SOCIOL,321,"Numbers, Identity, and Modernity","III,V",100,MoWe,9:00 PM,11:00 PM
428,SOCIOL,322,Sociology of Immigration,III,50,MoWe,9:00 PM,10:00 PM
429,SOCIOL,323,American Subcultures and Ethnic Groups,III,50,MoWeFr,9:00 PM,11:00 PM
430,SOCIOL,324,Global Capitalism,"III,IV",50,MoWeFr,10:00 PM,10:00 PM
431,SOCIOL,325,Global and Local Inequalities,III,20,TuTh,9:00 PM,9:00 PM
432,SOCIOL,327,Youth and Society,III,200,TuTh,8:00 PM,10:00 PM
433,SOCIOL,328,Inequality and American Society,III,50,MoWeFr,10:00 PM,10:00 PM
434,SOCIOL,330,"Law, Markets, and Globalization",III,20,MoWe,9:00 PM,9:00 PM
435,SOCIOL,331,"Markets, Hierarchies, and Democracies",III,100,TuTh,10:00 PM,11:00 PM
436,SOCIOL,332,Work and Occupations,III,100,MoWe,10:00 PM,9:00 PM
437,SOCIOL,334,Social Protest and Social Change Around the World,III,20,MoWe,8:00 PM,9:00 PM
438,SOCIOL,335,Sociology of Rational Decision Making,III,20,MoWeFr,9:00 PM,10:00 PM
439,SOCIOL,336,"The Climate Crisis, Policies, and Society; with ENVR POL 336",III,20,MoWe,8:00 PM,9:00 PM
440,SOCIOL,345,Class and Culture,III,100,TuTh,8:00 PM,11:00 PM
441,SOCIOL,348,"Race, Politics, and the Law; with LEGAL ST 348",III,100,MoWe,8:00 PM,10:00 PM
442,SOCIOL,350,Sociology of the Arts,III,100,TuTh,8:00 PM,10:00 PM
443,SOCIOL,355,Medical Sociology,III,100,MoWeFr,10:00 PM,11:00 PM
444,SOCIOL,356,Sociology of Gender,III,50,MoWeFr,8:00 PM,10:00 PM
445,SOCIOL,379,Understanding Genocide; with POLI SCI 389,III,200,MoWeFr,9:00 PM,11:00 PM
446,SOCIOL,392,Seminars,III,20,MoWeFr,10:00 PM,9:00 PM
447,SPANISH,363,Topics in U.S. Latina and Latino Literary and Cultural Studies  (Spanish prereq),"III,VI",20,MoWe,9:00 PM,10:00 PM
448,AF AM ST,212-1,Introduction to African American History; with HISTORY 212-1,IV,100,MoWe,10:00 PM,10:00 PM
449,AF AM ST,212-2,Introduction to African American History; with HISTORY 212-2,IV,200,MoWe,10:00 PM,11:00 PM
450,AF AM ST,213,History of the Black World,IV,100,MoWe,9:00 PM,11:00 PM
451,AF AM ST,214,Comparative Race and Ethnic Studies,IV,50,MoWeFr,8:00 PM,9:00 PM
452,AF AM ST,215,Introduction to Black Social & Political Life,"III,IV,V",20,MoWeFr,10:00 PM,11:00 PM
453,AF AM ST,218,Asian-Black Historical Relations in the U.S. ;  with ASIAN AM 218,"III,IV",50,MoWe,8:00 PM,9:00 PM
454,AF AM ST,220,Civil Rights & Black Liberation,"IV,V",20,TuTh,10:00 PM,10:00 PM
455,AF AM ST,245,The Black Diaspora & Transnationality,IV,50,MoWeFr,10:00 PM,10:00 PM
456,AF AM ST,315,Religion in the Black Atlantic,"IV,V",50,TuTh,9:00 PM,9:00 PM
457,AF AM ST,330,Black Women in 20th-Century,"III,IV",200,MoWeFr,10:00 PM,9:00 PM
458,AF AM ST,339,Unsettling Whiteness,"III,IV",20,TuTh,8:00 PM,9:00 PM
459,AF AM ST,342,Comparative Slavery,"III,IV,V",20,MoWe,8:00 PM,11:00 PM
460,AF AM ST,345,Afro-Latin America,IV,20,MoWeFr,8:00 PM,10:00 PM
461,ANTHRO,214,Archaeology: Unearthing History,IV,200,MoWe,9:00 PM,11:00 PM
462,ANTHRO,311,Indians of North America,IV,50,MoWe,10:00 PM,11:00 PM
463,ANTHRO,318,Material Worlds of the Middle Ages,IV,20,MoWeFr,10:00 PM,9:00 PM
464,ANTHRO,319,"Material Life and Culture in Europe, 1500-1800",IV,20,MoWe,8:00 PM,9:00 PM
465,ANTHRO,324,Archaeological Survey Methods,IV,100,MoWe,10:00 PM,11:00 PM
466,ANTHRO,327,Archaeology of Ethnicity in America,IV,20,MoWe,10:00 PM,9:00 PM
467,ANTHRO,328,The Maya,IV,50,MoWe,9:00 PM,11:00 PM
468,ANTHRO,370,Anthropology in Historical Perspective,IV,100,TuTh,9:00 PM,11:00 PM
469,ART HIST,210,Introduction to Art History,"IV,VI",20,TuTh,10:00 PM,11:00 PM
470,ART HIST,222,Introduction to Art of the African Diaspora,"IV,VI",50,TuTh,8:00 PM,10:00 PM
471,ART HIST,224,Introduction to Ancient Art,"IV,VI",200,MoWeFr,8:00 PM,10:00 PM
472,ART HIST,225,Introduction to Medieval Art,"IV,VI",20,TuTh,9:00 PM,11:00 PM
473,ART HIST,250,Introduction to European Art,"IV,VI",100,MoWe,10:00 PM,10:00 PM
474,ART HIST,255,Introduction to Modernism,"IV,VI",20,MoWeFr,9:00 PM,9:00 PM
475,ART HIST,318,"Exhibiting Antiquity: The Culture and Politics of Display; with
CLASSICS 397 and HUM 397","IV,VI",20,MoWeFr,8:00 PM,9:00 PM
476,ART HIST,320-1,"Medieval Art, Byzantine","IV,VI",200,MoWe,10:00 PM,10:00 PM
477,ART HIST,320-3,"Medieval Art, Late Medieval","IV,VI",100,MoWe,9:00 PM,9:00 PM
478,ART HIST,340-1,"Baroque Art, Southern Europe 1600-1700","IV,VI",200,TuTh,8:00 PM,10:00 PM
479,ART HIST,340-2,"Baroque Art, Northern Europe 1600-1700","IV,VI",100,MoWeFr,10:00 PM,10:00 PM
480,ASIAN AM,214,Introduction to Asian American History; with HISTORY 214,IV,50,MoWeFr,9:00 PM,11:00 PM
481,ASIAN AM,216,Global Asians; with HISTORY 216,IV,100,TuTh,10:00 PM,11:00 PM
482,ASIAN AM,218,Asian-Black Historical Relations in the U.S.; with AF AM ST 218,"III,IV",100,MoWe,9:00 PM,10:00 PM
483,ASIAN AM,220,Topics in History,IV,200,MoWeFr,9:00 PM,10:00 PM
484,ASIAN AM,304,Asian American Women's History; with HISTORY 304,IV,50,MoWeFr,9:00 PM,10:00 PM
485,ASIAN AM,320,Advanced Topics in History,IV,200,TuTh,9:00 PM,9:00 PM
486,BUS INST,321,Business and Economic Institutions in Historical Perspective,IV,50,MoWeFr,9:00 PM,9:00 PM
487,CFS,393,"Field Studies in the Modern Workplace (4-unit course; 1 unit can
count toward distribution requirements)","III,IV",200,TuTh,9:00 PM,10:00 PM
488,CLASSICS,210,The World of Homer; with HUM 205,"IV,V,VI",50,MoWeFr,9:00 PM,9:00 PM
489,CLASSICS,211,Greek History and Culture: From Homer to Alexander the Great,"IV,V,VI",100,MoWe,8:00 PM,9:00 PM
490,CLASSICS,212,Rome: Culture and Empire,"IV,V,VI",100,MoWe,9:00 PM,9:00 PM
491,CLASSICS,310,Archaeology of the Ancient Mediterranean,"IV,VI",200,TuTh,9:00 PM,11:00 PM
492,CLASSICS,320,Greek and Roman History,IV,200,MoWe,10:00 PM,11:00 PM
493,CLASSICS,330,Ancient Economy,IV,200,TuTh,8:00 PM,9:00 PM
494,CLASSICS,360,Origins of Greek Democracy,"III,IV",50,MoWe,10:00 PM,10:00 PM
495,CLASSICS,380,Classical Reception Studies,"IV,VI",100,MoWe,8:00 PM,11:00 PM
496,CLASSICS,397,"Exhibiting Antiquity: The Culture and Politics of Display; with ART
HIST 318 and HUM 397","IV,VI",50,MoWe,9:00 PM,9:00 PM
497,ENGLISH,302,History of the English Language,"IV,VI",200,TuTh,9:00 PM,10:00 PM
498,ENVR POL,309,American Environmental History; with HISTORY 309,IV,50,MoWe,8:00 PM,10:00 PM
499,ENVR POL,340,Global Environments and World History; with HISTORY 376,IV,200,MoWe,10:00 PM,10:00 PM
500,GEN LA,280-4,Residence-Linked Seminar - IV,IV,20,MoWeFr,10:00 PM,10:00 PM
501,GERMAN,222,German History from 1789-1989,IV,100,MoWe,10:00 PM,9:00 PM
502,GERMAN,222-SA,German History from 1789-1989,IV,20,MoWeFr,10:00 PM,9:00 PM
503,GERMAN,224,Contemporary Germany,IV,200,MoWe,9:00 PM,11:00 PM
504,GERMAN,230,Berlin and the Culture of Democracy,"IV,VI",20,MoWe,8:00 PM,11:00 PM
505,GERMAN,234-1,Jews & Germans: An Intercultural History I,"IV,V,VI",20,TuTh,9:00 PM,10:00 PM
506,GERMAN,234-2,Jews & Germans: An Intercultural History II,"IV,V,VI",200,MoWe,10:00 PM,11:00 PM
507,GERMAN,248,Learning Diversity: German and Global Migration,IV,200,TuTh,10:00 PM,11:00 PM
508,GERMAN,272,Luther and the West; with RELIGION 272,"IV,V",20,TuTh,9:00 PM,11:00 PM
509,GERMAN,321-1,"Reason, Revolution, & Despair: 1800-1900 (German prereq)","IV,VI",200,MoWe,8:00 PM,9:00 PM
510,GERMAN,321-2,Myth & Modernity: 1900-1945 (German prereq),"IV,VI",50,TuTh,9:00 PM,11:00 PM
511,GERMAN,321-3,Recoveries & Transitions: 1945 to Present  (German prereq),"IV,VI",50,MoWe,9:00 PM,11:00 PM
512,GERMAN,337,Science and Culture in Germany (German prereq),"IV,V",50,TuTh,8:00 PM,10:00 PM
513,GERMAN,344-1,Weimar and Nazi Germany (taught with HISTORY 344-1),IV,200,MoWe,9:00 PM,10:00 PM
514,GERMAN,344-2,Germany Since 1945 (taught with HISTORY 344-2),IV,200,MoWe,9:00 PM,11:00 PM
515,GERMAN,349,History of the Holocaust (taught with HISTORY 349),IV,200,TuTh,8:00 PM,11:00 PM
516,GBL HLTH,308,Global Health in Human History,"I,IV",200,TuTh,10:00 PM,10:00 PM
517,GBL HLTH,309,Biomedicine and World History; with HISTORY 379,IV,50,TuTh,8:00 PM,9:00 PM
518,GBL HLTH,325,History of Reproductive Health,IV,100,TuTh,9:00 PM,10:00 PM
519,GNDR ST,220,Sexual Subjects: Introduction to Sexuality Studies,"III,IV",200,MoWeFr,9:00 PM,11:00 PM
520,GNDR ST,230,Traditions in Feminist Thought,IV,20,TuTh,9:00 PM,9:00 PM
521,GNDR ST,321,"Gender, Sexuality, and History",IV,20,MoWe,9:00 PM,9:00 PM
522,GNDR ST,324,U.S. Gay and Lesbian History; with HISTORY 324,IV,100,MoWeFr,8:00 PM,10:00 PM
523,GNDR ST,340,"Gender, Sexuality, and the Law (with LEGAL ST 340)","III,IV",100,TuTh,10:00 PM,10:00 PM
524,GNDR ST,350-4,Research Seminar in Gender and Sexuality Studies,IV,200,MoWe,8:00 PM,9:00 PM
525,HISTORY,200,New Introductory Courses in History,IV,100,TuTh,8:00 PM,10:00 PM
526,HISTORY,201-1,Europe in the Medieval and Early Modern World,IV,100,TuTh,8:00 PM,9:00 PM
527,HISTORY,201-2,Europe in the Modern World,IV,100,TuTh,9:00 PM,9:00 PM
528,HISTORY,203-1,Jewish History 750-1492,IV,100,MoWe,9:00 PM,9:00 PM
529,HISTORY,203-2,Jewish History 1492-1789,IV,50,TuTh,8:00 PM,10:00 PM
530,HISTORY,203-3,Jewish History 1789-1948,IV,100,MoWe,8:00 PM,10:00 PM
531,HISTORY,210-1,"History of the United States, Precolonial to the Civil War",IV,50,TuTh,8:00 PM,10:00 PM
532,HISTORY,210-2,"History of the United States, Reconstruction to the Present",IV,20,MoWeFr,8:00 PM,10:00 PM
533,HISTORY,212-1,Introduction to African American History; with AF AM ST 212-1,IV,100,TuTh,10:00 PM,11:00 PM
534,HISTORY,212-2,Introduction to African American History; with AF AM ST 212-2,IV,100,TuTh,10:00 PM,11:00 PM
535,HISTORY,214,Asian American History; with ASIAN AM 214,IV,50,TuTh,9:00 PM,10:00 PM
536,HISTORY,216,Global Asians; with ASIAN AM 216,IV,100,MoWeFr,8:00 PM,9:00 PM
537,HISTORY,218,Latina and Latino History; with LATINO 218,IV,20,MoWeFr,8:00 PM,10:00 PM
538,HISTORY,250-1,Global History: Early Modern to Modern Transition,IV,20,MoWe,8:00 PM,10:00 PM
539,HISTORY,250-2,Global History: The Modern World,IV,100,TuTh,9:00 PM,9:00 PM
540,HISTORY,251,The Politics of Disaster: A Global Environmental History,IV,100,MoWe,10:00 PM,10:00 PM
541,HISTORY,252,Global History of Refugees,IV,100,MoWe,10:00 PM,10:00 PM
542,HISTORY,255-1,Background to African Civilization and Culture: Origins to 17th C,IV,50,MoWeFr,10:00 PM,9:00 PM
543,HISTORY,255-2,Background to African Civilization and Culture: 16th-19th C,IV,200,MoWeFr,10:00 PM,9:00 PM
544,HISTORY,255-3,Background to African Civilization and Culture: 1875-1994,IV,50,MoWeFr,8:00 PM,9:00 PM
545,HISTORY,260-1,History of Latin America in the Colonial Period: 1492-1821,IV,20,MoWe,9:00 PM,9:00 PM
546,HISTORY,260-2,History of Latin America in the Modern Period: 1789-present,IV,200,MoWe,8:00 PM,10:00 PM
547,HISTORY,261,Sex After Shakespeare,IV,50,MoWeFr,9:00 PM,10:00 PM
548,HISTORY,262,"Pirates, Guns, and Empires",IV,100,MoWe,8:00 PM,9:00 PM
549,HISTORY,270,Middle Eastern/Islamic Civilization,IV,50,MoWeFr,9:00 PM,9:00 PM
550,HISTORY,271-1,History of the Islamic Middle East: 600-1200,IV,200,MoWeFr,8:00 PM,11:00 PM
551,HISTORY,271-2,History of the Islamic Middle East: 1200-1789,IV,20,MoWe,9:00 PM,9:00 PM
552,HISTORY,271-3,History of the Islamic Middle East: 1789-present,IV,20,MoWeFr,10:00 PM,9:00 PM
553,HISTORY,272,The History of Ancient Egypt (3100-ca. 1000 BCE),IV,20,TuTh,9:00 PM,9:00 PM
554,HISTORY,275-1,History of Early Modern Science and Medicine,IV,20,TuTh,8:00 PM,9:00 PM
555,HISTORY,275-2,History of Modern Science and Medicine,IV,50,MoWe,9:00 PM,10:00 PM
556,HISTORY,281,Chinese Civilization,IV,20,TuTh,9:00 PM,10:00 PM
557,HISTORY,282,Sino-American Relations in the Modern World,IV,50,MoWeFr,10:00 PM,11:00 PM
